iter	Logloss	AUC
104	0.04466803835	0.9998160277
105	0.04443290131	0.9998160277
106	0.0439751608	0.9998160277
107	0.04342712282	0.9998160277
108	0.04294728894	0.9998160277
109	0.0421207812	0.9998160277
110	0.0416618236	0.9998160277
111	0.04143291607	0.9998160277
112	0.04097676358	0.9998160277
113	0.04042362766	0.9998528221
114	0.04010314417	0.9998528221
115	0.03980326919	0.9998528221
116	0.0394364993	0.9998528221
117	0.03907453254	0.9998528221
118	0.03858810143	0.9998528221
119	0.03817308718	0.9998528221
120	0.03799852111	0.9998528221
121	0.03774231156	0.9998528221
122	0.0374246769	0.9998528221
123	0.0367430747	0.9998896166
124	0.03636921468	0.9998896166
125	0.03608385199	0.9998896166
126	0.0358620065	0.9998896166
127	0.03543902095	0.9998896166
128	0.03507300052	0.9998896166
129	0.03475966211	0.9998896166
130	0.0343551216	0.9998896166
131	0.03396554058	0.9998896166
132	0.03383255118	0.9998896166
133	0.03360463678	0.9998896166
134	0.03318935731	0.9998896166
135	0.03277939015	0.9998896166
136	0.03254462533	0.9998896166
137	0.03194084771	0.9998896166
138	0.03163196788	0.9999264111
139	0.03147403881	0.9999264111
140	0.03106227736	0.9999632055
141	0.03072048743	0.9999632055
142	0.0304070386	0.9999632055
143	0.03021665082	0.9999632055
144	0.02989423886	0.9999632055
145	0.02959420445	0.9999632055
146	0.02917896065	0.9999632055
147	0.02893941484	0.9999632055
148	0.02873801559	0.9999632055
149	0.0284284603	0.9999632055
150	0.02837215601	0.9999632055
151	0.02830949404	0.9999632055
152	0.02807599766	1
153	0.0276210999	1
154	0.02739857787	1
155	0.02717377697	1
156	0.02692333117	1
157	0.02671814996	1
158	0.0264257052	1
159	0.02631107709	1
160	0.02616928165	1
161	0.02602444159	1
162	0.02583104449	1
163	0.02550694186	1
164	0.02519491781	1
165	0.02504512823	1
166	0.02471130282	1
167	0.02435087694	1
168	0.02408622406	1
169	0.02379647424	1
170	0.02344757121	1
171	0.02327612639	1
172	0.0231874731	1
173	0.02304928404	1
174	0.02283975069	1
175	0.02273957422	1
176	0.02240399944	1
177	0.02206817505	1
178	0.0216699479	1
179	0.02147597612	1
180	0.02134652746	1
181	0.02118383417	1
182	0.02087104668	1
183	0.02077979666	1
184	0.02044417123	1
185	0.02020681667	1
186	0.02000640502	1
187	0.01981747508	1
188	0.0197772623	1
189	0.01970379424	1
190	0.01943981946	1
191	0.01935691402	1
192	0.01921519994	1
193	0.01913841802	1
194	0.01903464619	1
195	0.01879823907	1
196	0.01865278399	1
197	0.01848573332	1
198	0.01832895067	1
199	0.01807531335	1
200	0.01789629201	1
201	0.01776261754	1
202	0.01756482116	1
203	0.01745237918	1
204	0.01721649075	1
205	0.01699052379	1
206	0.01687548954	1
207	0.01674707153	1
208	0.01657890144	1
209	0.01637033254	1
210	0.0162741744	1
211	0.01617312638	1
212	0.01606108236	1
213	0.01594766396	1
214	0.01575483814	1
215	0.01556268834	1
216	0.01539270835	1
217	0.01529361077	1
218	0.01520055544	1
219	0.01503524289	1
220	0.01493704237	1
221	0.01480927882	1
222	0.01458685731	1
223	0.01444310693	1
224	0.01427428692	1
225	0.01416444168	1
226	0.01408723824	1
227	0.01395724148	1
228	0.01386024124	1
229	0.01375217289	1
230	0.01363956581	1
231	0.01357942027	1
232	0.01345520367	1
233	0.01332968962	1
234	0.01324479257	1
235	0.01310242392	1
236	0.01297461928	1
237	0.0128584064	1
238	0.01277148696	1
239	0.01271923785	1
240	0.01264945812	1
241	0.01251631501	1
242	0.01241552154	1
243	0.01228884644	1
244	0.01218685528	1
245	0.01213284562	1
246	0.01204404199	1
247	0.01190728291	1
248	0.01178669307	1
249	0.01173167941	1
250	0.01159748845	1
251	0.0115061572	1
252	0.01142934138	1
253	0.01134343441	1
254	0.01127415932	1
255	0.01119123515	1
256	0.01111979554	1
257	0.01099409332	1
258	0.01093871382	1
259	0.01080360642	1
260	0.01073599702	1
261	0.01065166109	1
262	0.01056493983	1
263	0.01046476684	1
264	0.01039743219	1
265	0.01032824185	1
266	0.01027755524	1
267	0.01023372706	1
268	0.01017617022	1
269	0.01007769496	1
270	0.01001500062	1
271	0.009926214344	1
272	0.009860329813	1
273	0.009782241099	1
274	0.009686732753	1
275	0.009651974595	1
276	0.009549500606	1
277	0.009450295417	1
278	0.009384133154	1
279	0.009317887351	1
280	0.00925041894	1
281	0.009184876624	1
282	0.009113433175	1
283	0.00904992511	1
284	0.009008044323	1
285	0.008973908523	1
286	0.008949662488	1
287	0.008881933692	1
288	0.008830807857	1
289	0.008766964024	1
290	0.008699011977	1
291	0.008631662893	1
292	0.008568282447	1
293	0.008511369023	1
294	0.008472513399	1
295	0.008403277186	1
296	0.008337591259	1
297	0.008286486242	1
298	0.00826471673	1
299	0.008200702943	1
300	0.008171289621	1
301	0.008115370453	1
302	0.008051046527	1
303	0.007986258822	1
304	0.007928148129	1
305	0.007883024007	1
306	0.007835174456	1
307	0.007779859681	1
308	0.007707367233	1
309	0.007659210142	1
310	0.007609089308	1
311	0.007566355802	1
312	0.007520401014	1
313	0.007468431043	1
314	0.007410842614	1
315	0.007347748859	1
316	0.007306490504	1
317	0.007274608837	1
318	0.007229233952	1
319	0.007180209621	1
320	0.00711587215	1
321	0.007083430146	1
322	0.00705093771	1
323	0.007024402449	1
324	0.007006989042	1
325	0.006953893065	1
326	0.006917483283	1
327	0.006880839403	1
328	0.006831176862	1
329	0.006796469973	1
330	0.006752930783	1
331	0.006690221408	1
332	0.006639425972	1
333	0.00660774091	1
334	0.006549588514	1
335	0.00651925286	1
336	0.006475076539	1
337	0.006442769885	1
338	0.006415113169	1
339	0.006377999947	1
340	0.006347431761	1
341	0.00629524542	1
342	0.006261361493	1
343	0.006231100892	1
344	0.006197801935	1
345	0.00616558825	1
346	0.006132297059	1
347	0.006110317636	1
348	0.006077496497	1
349	0.006051469092	1
350	0.00599371335	1
351	0.00597180193	1
352	0.00594535744	1
353	0.005929352281	1
354	0.005899629961	1
355	0.005878114937	1
356	0.005844709785	1
357	0.005807317553	1
358	0.005782913761	1
359	0.005735931538	1
360	0.005705331074	1
361	0.005675368736	1
362	0.005654298426	1
363	0.00562622376	1
364	0.005596660125	1
365	0.005570062212	1
366	0.005535478979	1
367	0.005520797413	1
368	0.005495112927	1
369	0.005476807786	1
370	0.005450974909	1
371	0.00543082494	1
372	0.005392666345	1
373	0.00536705029	1
374	0.005338843567	1
375	0.00532024678	1
376	0.005298144457	1
377	0.005276207923	1
378	0.005263693865	1
379	0.005240497612	1
380	0.005201874638	1
381	0.005183394207	1
382	0.005162750788	1
383	0.005134114983	1
384	0.00510414801	1
385	0.005077009386	1
386	0.005050566012	1
387	0.005026841325	1
388	0.005007139127	1
389	0.004984721747	1
390	0.004965590674	1
391	0.004933310554	1
392	0.004915375433	1
393	0.004882217776	1
394	0.00486480475	1
395	0.004851684231	1
396	0.004833962519	1
397	0.004782366076	1
398	0.00475821356	1
399	0.004736263825	1
400	0.004715849397	1
401	0.004698995539	1
402	0.0046893889	1
403	0.004662622887	1
404	0.004651968696	1
405	0.004634940328	1
406	0.004616445315	1
407	0.004592909886	1
408	0.004577545037	1
409	0.004561642787	1
410	0.004549116261	1
411	0.004532883577	1
412	0.00451999411	1
413	0.004502247832	1
414	0.004491905319	1
415	0.004475331526	1
416	0.004454736576	1
417	0.004429668587	1
418	0.004412409177	1
419	0.004399102914	1
420	0.004381535965	1
421	0.004362962549	1
422	0.004345675279	1
423	0.00432916032	1
424	0.004311208766	1
425	0.004292676473	1
426	0.004274876112	1
427	0.004264636432	1
428	0.004250988847	1
429	0.004233748345	1
430	0.004218468181	1
431	0.004203429734	1
432	0.00418959076	1
433	0.004168252283	1
434	0.004158988627	1
435	0.004146017575	1
436	0.00413305937	1
437	0.00411025095	1
438	0.004094176512	1
439	0.004077472598	1
440	0.004055905681	1
441	0.004038553738	1
442	0.00402512298	1
443	0.004018560784	1
444	0.004011996568	1
445	0.004001197434	1
446	0.003983623667	1
447	0.003971543583	1
448	0.003955775105	1
449	0.003943350174	1
450	0.003919273574	1
451	0.003899203966	1
452	0.00388352639	1
453	0.003870953016	1
454	0.003859420461	1
455	0.003849416548	1
456	0.003837227443	1
457	0.00382085374	1
458	0.003804607131	1
459	0.003780697142	1
460	0.003769079371	1
461	0.00376005954	1
462	0.003741535847	1
463	0.00373208396	1
464	0.003717654123	1
465	0.003698436621	1
466	0.003684092384	1
467	0.003676182915	1
468	0.00366564151	1
469	0.003650591309	1
470	0.00363817652	1
471	0.003625089392	1
472	0.003615305654	1
473	0.003605333951	1
474	0.003588857633	1
475	0.003580412292	1
476	0.00357037723	1
477	0.003561073527	1
478	0.003552874939	1
479	0.00354169784	1
480	0.003530512423	1
481	0.003513644093	1
482	0.003506773289	1
483	0.003495535692	1
484	0.003482524294	1
485	0.003470813801	1
486	0.003462524802	1
487	0.003450985704	1
488	0.003436824076	1
489	0.003429942498	1
490	0.003415219507	1
491	0.003404418218	1
492	0.00339629903	1
493	0.003388381339	1
494	0.003380536761	1
495	0.003371703983	1
496	0.003366503593	1
497	0.00334416443	1
498	0.003338016139	1
499	0.003321355189	1
500	0.003302548475	1
501	0.003286739782	1
502	0.003278041544	1
503	0.003267427751	1
504	0.00325510334	1
505	0.003245572714	1
506	0.003237849417	1
507	0.003228844648	1
508	0.003217342845	1
509	0.003208753302	1
510	0.003202694973	1
511	0.003189409639	1
512	0.003181657097	1
513	0.003174676536	1
514	0.003167435449	1
515	0.003158376295	1
516	0.00315073284	1
517	0.003140773974	1
518	0.003132584018	1
519	0.003127441323	1
520	0.003121907461	1
521	0.003114096718	1
522	0.003109154058	1
523	0.003098237116	1
524	0.003094290183	1
525	0.00308684288	1
526	0.003077577673	1
527	0.003070549287	1
528	0.00306644564	1
529	0.003057827572	1
530	0.003049383194	1
531	0.003040604024	1
532	0.003028082826	1
533	0.003022246175	1
534	0.003014555155	1
535	0.003008122254	1
536	0.00299493084	1
537	0.002985982823	1
538	0.002981813352	1
539	0.002977158166	1
540	0.002971073151	1
541	0.00296726018	1
542	0.00296024822	1
543	0.002955036344	1
544	0.002950005955	1
545	0.002942428868	1
546	0.002933402541	1
547	0.002924003804	1
548	0.002918677534	1
549	0.0029143775	1
550	0.002905161554	1
551	0.002899456024	1
552	0.002893882612	1
553	0.00288925666	1
554	0.002883921279	1
555	0.002878234206	1
556	0.002872317637	1
557	0.002866477943	1
558	0.002862595081	1
559	0.002856499265	1
560	0.002848626414	1
561	0.002841525821	1
562	0.002837320664	1
563	0.002832201131	1
564	0.002824403078	1
565	0.002818887843	1
566	0.002809985922	1
567	0.00280633361	1
568	0.002797861785	1
569	0.002795470585	1
570	0.002788509867	1
571	0.002780737923	1
572	0.002774254626	1
573	0.00276957983	1
574	0.0027629464	1
575	0.002754022835	1
576	0.002747207552	1
577	0.002739632077	1
578	0.002732346669	1
579	0.002727022679	1
580	0.002721088982	1
581	0.00271496653	1
582	0.002706142783	1
583	0.002699357757	1
584	0.002692241474	1
585	0.002689125547	1
586	0.002683495303	1
587	0.002676190581	1
588	0.00266724874	1
589	0.002661674963	1
590	0.002647392775	1
591	0.00264232806	1
592	0.002636408162	1
593	0.002628138472	1
594	0.002618751221	1
595	0.00261549307	1
596	0.002607472259	1
597	0.002602040084	1
598	0.002596382401	1
599	0.00258912977	1
600	0.002581803362	1
601	0.002577167139	1
602	0.002570654798	1
603	0.002562779188	1
604	0.002556917384	1
605	0.002550131785	1
606	0.002545036654	1
607	0.002538655828	1
608	0.002530929153	1
609	0.002522331623	1
610	0.002519495762	1
611	0.002511587602	1
612	0.00250651113	1
613	0.002500334082	1
614	0.002496439386	1
615	0.002489202908	1
616	0.002486145836	1
617	0.002479286609	1
618	0.00247336984	1
619	0.002468381626	1
620	0.002464045627	1
621	0.002454296925	1
622	0.002447215912	1
623	0.002438364828	1
624	0.002433683199	1
625	0.002425654374	1
626	0.002421485551	1
627	0.00241392907	1
628	0.002406400743	1
629	0.002401003092	1
630	0.002395458371	1
631	0.002390320451	1
632	0.002385553316	1
633	0.002381039645	1
634	0.002377097707	1
635	0.002372069996	1
636	0.002366042292	1
637	0.002361814271	1
638	0.002357590244	1
639	0.002353224914	1
640	0.002351112599	1
641	0.002342979751	1
642	0.002335700103	1
643	0.002330598629	1
644	0.002327054384	1
645	0.002324643605	1
646	0.002316783496	1
647	0.002311733847	1
648	0.002306809783	1
649	0.002300671868	1
650	0.002294143019	1
651	0.002289353181	1
652	0.002284681371	1
653	0.002281508432	1
654	0.002276953417	1
655	0.002271965009	1
656	0.002267681921	1
657	0.002260402926	1
658	0.002249276127	1
659	0.002242481273	1
660	0.002238058165	1
661	0.002230411035	1
662	0.002225982373	1
663	0.002223338891	1
664	0.0022203628	1
665	0.002214635464	1
666	0.002209462956	1
667	0.002204969043	1
668	0.002201671105	1
669	0.002198419866	1
670	0.00219481563	1
671	0.002191292174	1
672	0.002187903638	1
673	0.002184001155	1
674	0.002179245178	1
675	0.002175793611	1
676	0.00217179246	1
677	0.002166730596	1
678	0.00216108688	1
679	0.002156776647	1
680	0.002153202536	1
681	0.00214933254	1
682	0.002143440533	1
683	0.002140451621	1
684	0.002137153012	1
685	0.002131848798	1
686	0.002128106525	1
687	0.00211779399	1
688	0.002114960146	1
689	0.002111487547	1
690	0.002106464942	1
691	0.002101863023	1
692	0.002100438835	1
693	0.002097770299	1
694	0.002096024085	1
695	0.002091427957	1
696	0.002088914814	1
697	0.002087159328	1
698	0.00208418375	1
699	0.002077959587	1
700	0.002075314031	1
701	0.002071770715	1
702	0.002068425955	1
703	0.002065658606	1
704	0.002057467024	1
705	0.002051853541	1
706	0.002045253647	1
707	0.002042829102	1
708	0.002040047758	1
709	0.002034885034	1
710	0.002031015272	1
711	0.002026150504	1
712	0.00202395833	1
713	0.002020295603	1
714	0.002016712745	1
715	0.002012835826	1
716	0.00200767303	1
717	0.002003119106	1
718	0.001996356944	1
719	0.001993281983	1
720	0.001987083463	1
721	0.00198190538	1
722	0.001978765304	1
723	0.001974992327	1
724	0.001973167646	1
725	0.001969600499	1
726	0.001967256134	1
727	0.001960428352	1
728	0.001954189121	1
729	0.001949849029	1
730	0.001946476248	1
731	0.001942530226	1
732	0.001939382874	1
733	0.001937494086	1
734	0.001933818773	1
735	0.001930679837	1
736	0.001927196738	1
737	0.001923735052	1
738	0.001921270393	1
739	0.001915917665	1
740	0.001912878077	1
741	0.001908150668	1
742	0.001905524461	1
743	0.001902849153	1
744	0.001895026279	1
745	0.001891903208	1
746	0.00188858022	1
747	0.001885248518	1
748	0.001882504578	1
749	0.001879197746	1
750	0.00187531628	1
751	0.001870987196	1
752	0.001868258806	1
753	0.001866405215	1
754	0.001861042979	1
755	0.00185812696	1
756	0.001856284227	1
757	0.001851818025	1
758	0.00184750393	1
759	0.001844654002	1
760	0.001839964795	1
761	0.001837910402	1
762	0.001835666945	1
763	0.00183366178	1
764	0.001831386859	1
765	0.001829149317	1
766	0.001825908348	1
767	0.001821378175	1
768	0.001819379453	1
769	0.001816825335	1
770	0.001813291845	1
771	0.001810104039	1
772	0.00180764486	1
773	0.001803216435	1
774	0.001801043598	1
775	0.001799626908	1
776	0.001795391725	1
777	0.001793228139	1
778	0.001790737167	1
779	0.001787910556	1
780	0.001785964067	1
781	0.001784144495	1
782	0.001780023715	1
783	0.001776036871	1
784	0.001771523433	1
785	0.001769569519	1
786	0.001767208833	1
787	0.001763258982	1
788	0.001760043161	1
789	0.001756912279	1
790	0.001753071718	1
791	0.001751679337	1
792	0.001747734334	1
793	0.001746458237	1
794	0.001744624401	1
795	0.001742434208	1
796	0.001739838597	1
797	0.001735705819	1
798	0.001730993318	1
799	0.001729258026	1
800	0.001726136786	1
801	0.00172414523	1
802	0.001721516457	1
803	0.00171890735	1
804	0.001717844743	1
805	0.001715950443	1
806	0.001713587342	1
807	0.001710138026	1
808	0.001707278593	1
809	0.001706054954	1
810	0.001704939323	1
811	0.001703486848	1
812	0.001701555274	1
813	0.001699216521	1
814	0.001696923628	1
815	0.001693820804	1
816	0.001691209957	1
817	0.001688928779	1
818	0.001687266032	1
819	0.001684625994	1
820	0.001682497842	1
821	0.0016791382	1
822	0.001677177683	1
823	0.001673773526	1
824	0.001672627255	1
825	0.001669630575	1
826	0.001667658289	1
827	0.001663382791	1
828	0.001660968056	1
829	0.001658915396	1
830	0.001656519149	1
831	0.001654327029	1
832	0.001651764439	1
833	0.00164967568	1
834	0.001645281053	1
835	0.001642910995	1
836	0.001641840766	1
837	0.001639977475	1
838	0.001636133753	1
839	0.001634139455	1
840	0.001632167593	1
841	0.001628653076	1
842	0.001625498639	1
843	0.001623661985	1
844	0.001619806047	1
845	0.001617614633	1
846	0.001615544277	1
847	0.001613602676	1
848	0.001612454551	1
849	0.001608975744	1
850	0.001605106537	1
851	0.001602500445	1
852	0.00160047987	1
853	0.001598871142	1
854	0.00159636352	1
855	0.001593727843	1
856	0.001591616432	1
857	0.001590009021	1
858	0.001587547844	1
859	0.001584185639	1
860	0.001582063561	1
861	0.001580386789	1
862	0.001578954954	1
863	0.001575260922	1
864	0.001572428543	1
865	0.001570961795	1
866	0.001568983189	1
867	0.001566797007	1
868	0.001565307437	1
869	0.001561738416	1
870	0.001559974632	1
871	0.001557645108	1
872	0.001556492767	1
873	0.00155439883	1
874	0.001551774199	1
875	0.001550064645	1
876	0.00154767288	1
877	0.001545381126	1
878	0.001542314713	1
879	0.001539168748	1
880	0.001536538649	1
881	0.001533922348	1
882	0.001531883752	1
883	0.001530423136	1
884	0.001527985651	1
885	0.001525763979	1
886	0.001521877518	1
887	0.001519904737	1
888	0.001517040504	1
889	0.001514839874	1
890	0.001513460635	1
891	0.001511515873	1
892	0.001509656953	1
893	0.001508739674	1
894	0.001506877818	1
895	0.001505416198	1
896	0.001504439996	1
897	0.001502836496	1
898	0.001499737461	1
899	0.001498470104	1
900	0.00149682178	1
901	0.001494717502	1
902	0.00149358234	1
903	0.001491488886	1
904	0.001489888128	1
905	0.00148767393	1
906	0.001486605465	1
907	0.001483885747	1
908	0.001482297902	1
909	0.001480587848	1
910	0.001478637052	1
911	0.001475641467	1
912	0.001472760309	1
913	0.001471082457	1
914	0.001468943213	1
915	0.001466534913	1
916	0.00146598012	1
917	0.0014637375	1
918	0.001462244074	1
919	0.001460226956	1
920	0.001457695891	1
921	0.0014564077	1
922	0.001453652053	1
923	0.001451580687	1
924	0.001448050013	1
925	0.00144626873	1
926	0.001444602784	1
927	0.00144324347	1
928	0.001440299371	1
929	0.001438428579	1
930	0.001437188332	1
931	0.001434570731	1
932	0.001431534718	1
933	0.001429428232	1
934	0.00142770052	1
935	0.001426378739	1
936	0.001423952679	1
937	0.001423241278	1
938	0.001422214651	1
939	0.001420482542	1
940	0.001418152508	1
941	0.001416070988	1
942	0.001413336324	1
943	0.001412211492	1
944	0.00141034049	1
945	0.001408837007	1
946	0.001406794221	1
947	0.001405279495	1
948	0.001404283237	1
949	0.001402975378	1
950	0.001401395591	1
951	0.001400586217	1
952	0.001398250055	1
953	0.001396017936	1
954	0.001393160883	1
955	0.001392391188	1
956	0.001390712035	1
957	0.001387877416	1
958	0.001386334338	1
959	0.001385391041	1
960	0.001381357372	1
961	0.001379236488	1
962	0.001377043097	1
963	0.001374516837	1
964	0.001371820266	1
965	0.001371031042	1
966	0.001369191477	1
967	0.001367649522	1
968	0.001366493214	1
969	0.001364573357	1
970	0.001363865153	1
971	0.001362868164	1
972	0.00135932759	1
973	0.001357785378	1
974	0.001356271349	1
975	0.001354385624	1
976	0.001352413325	1
977	0.001351185851	1
978	0.001349373468	1
979	0.001348116816	1
980	0.001346584845	1
981	0.001344214004	1
982	0.001342708647	1
983	0.001340958512	1
984	0.001339779214	1
985	0.00133716547	1
986	0.0013358955	1
987	0.001335014151	1
988	0.001334287489	1
989	0.001332563621	1
990	0.001328866461	1
991	0.001328087581	1
992	0.001326455746	1
993	0.001325123813	1
994	0.001323523985	1
995	0.001322730335	1
996	0.001320786482	1
997	0.001319604893	1
998	0.001318458956	1
999	0.0013165478	1
