iter	Passed	Remaining
0	17804	872411
1	29589	710158
2	42783	670281
3	57629	662741
4	75243	677190
5	92762	680259
6	104727	643325
7	117774	618316
8	135418	616907
9	153120	612483
10	166254	589448
11	178116	564036
12	192724	548524
13	205062	527304
14	205467	479424
15	217533	462258
16	230537	447513
17	245141	435807
18	262739	428680
19	274905	412358
